"Transcript_id","MEROPS_id","NR_besthit","NR_taxonomy","Phylum","Class","func_group"
"H1_Bulk_30_scaffold_12991_1","MER0497869_S53","WP_023362278.1 serine protease ","Actinoplanes friuliensis","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_13129_1","MER0019297_S49A","OLB69731.1 S49 family peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_13210_1","MER0964445_S01B","GAW52075.1 peptidase S1 and S6, chymotrypsin/Hap ","Nocardioides sp. PD653-B2","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_13241_1","MER0132402_S01C","WP_107569954.1 trypsin-like serine protease ","Conexibacter sp. Seoho-28","Actinobacteria","Thermoleophilia","S"
"H1_Bulk_30_scaffold_13532_2","MER0188174_M57","WP_120608946.1 protease ","Corallococcus sp. CA053C","Proteobacteria","Deltaproteobacteria","M"
"H1_Bulk_30_scaffold_13556_1","MER0222399_S08A","WP_033361240.1 serine protease ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_13806_1","MER0501105_C01A","WP_014216539.1 peptidase C1 ","Niastella koreensis","Bacteroidetes","Chitinophagia","C"
"H1_Bulk_30_scaffold_13837_2","MER0428736_C01A","PYJ90670.1 peptidase ","Verrucomicrobia bacterium","Verrucomicrobia","","C"
"H1_Bulk_30_scaffold_14124_1","MER0178978_M04","WP_091287161.1 M4 family peptidase ","Amycolatopsis xylanica","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_14574_2","MER0187330_M16B","OLC18375.1 peptidase M16 ","Deltaproteobacteria bacterium 13_1_40CM_68_24","Proteobacteria","Deltaproteobacteria","M"
"H1_Bulk_30_scaffold_14796_1","MER0287210_M50B","WP_012936043.1 site-2 protease family protein ","Conexibacter woesei","Actinobacteria","Thermoleophilia","M"
"H1_Bulk_30_scaffold_14852_2","MER0462727_C82B","WP_027515464.1 L,D-transpeptidase ","Bradyrhizobium sp. WSM1417","Proteobacteria","Alphaproteobacteria","C"
"H1_Bulk_30_scaffold_15157_2","MER0252701_M10B","WP_002616707.1 matrixin family metalloprotease ","Stigmatella aurantiaca","","","M"
"H1_Bulk_30_scaffold_15205_1","MER1080182_S54","WP_028278236.1 rhomboid family intramembrane serine protease ","Arthrobacter sp. I3","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_15296_2","MER0096899_S14","WP_005267810.1 ATP-dependent Clp protease proteolytic subunit ","Arthrobacter crystallopoietes","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_15376_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_15461_1","MER0283581_S01C","WP_068030176.1 serine protease ","Rhodoplanes sp. Z2-YC6860","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_1567_1","MER0335110_M01","ALI37409.1 Aminopeptidase N ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","M"
"H1_Bulk_30_scaffold_16092_1","MER0072554_M17","WP_044425762.1 leucyl aminopeptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_30_scaffold_16294_2","MER0127579_S26A","WP_114775024.1 signal peptidase I ","Hymenobacteraceae bacterium SYSU D60016","","","S"
"H1_Bulk_30_scaffold_16565_2","MER0246861_S26A","PYR91170.1 signal peptidase I ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_30_scaffold_1667_2","MER0283581_S01C","WP_044427740.1 serine protease ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_17064_1","MER0960238_S01B","SNR62529.1 serine protease, S1-C subfamily, contains C-terminal PDZ domain ","Blastococcus sp. DSM 44272","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_17087_1","MER0092648_S01E","WP_034590401.1 S1 family peptidase ","Hamadaea tsunoensis","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_17436_1","MER0337211_S41A","WP_018459850.1 MULTISPECIES: S41 family peptidase ","Bradyrhizobium","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_17867_1","MER0500071_S08A","OFZ31321.1 protease ","Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29","Proteobacteria","Oligoflexia","S"
"H1_Bulk_30_scaffold_17938_1","MER0428736_C01A","WP_012507761.1 cysteine protease ","Pelodictyon phaeoclathratiforme","Chlorobi","Chlorobia","C"
"H1_Bulk_30_scaffold_18129_1","MER0051890_S41A","PYQ63155.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_30_scaffold_18293_1","MER0211350_S01C","ALI36470.1 Putative serine protease HhoA precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H1_Bulk_30_scaffold_18394_2","MER0081420_M24B","RTL60269.1 aminopeptidase P family protein ","Sphingobacteriales bacterium","Bacteroidetes","Sphingobacteriia","M"
"H1_Bulk_30_scaffold_18418_1","MER0348838_M48B","WP_121033325.1 zinc metalloprotease HtpX ","Terracoccus luteus","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_18625_1","MER0858795_M36","WP_113568614.1 peptidase ","Rhizobiales bacterium","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_30_scaffold_18914_1","MER0246861_S26A","RME44296.1 signal peptidase I ","Chloroflexi bacterium","Chloroflexi","","S"
"H1_Bulk_30_scaffold_18955_1","MER0231750_S08A","ALI34875.1 Alkaline protease precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H1_Bulk_30_scaffold_18984_1","MER0088776_M24A","SOD94073.1 methionine aminopeptidase, type I ","Blastococcus sp. DSM 44270","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_19733_1","MER0337691_S41A","WP_028061658.1 S41 family peptidase ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","S"
"H1_Bulk_30_scaffold_1978_1","MER0245306_M20A","WP_121248737.1 M20 family peptidase ","Solirubrobacter pauli","Actinobacteria","Thermoleophilia","M"
"H1_Bulk_30_scaffold_19793_1","MER0461723_C82B","WP_092032194.1 L,D-transpeptidase ","Bradyrhizobium sp. OK095","Proteobacteria","Alphaproteobacteria","C"
"H1_Bulk_30_scaffold_20030_1","MER0153624_C82B","WP_035458779.1 L,D-transpeptidase ","Microvirga flocculans","Proteobacteria","Alphaproteobacteria","C"
"H1_Bulk_30_scaffold_20561_1","MER0428209_C01A","OLC26960.1 peptidase C1 ","Chloroflexi bacterium 13_1_40CM_65_17","Chloroflexi","","C"
"H1_Bulk_30_scaffold_2136_1","MER0235032_U62","WP_044429703.1 metalloprotease TldD ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","U"
"H1_Bulk_30_scaffold_21648_1","MER0188174_M57","WP_120205478.1 protease ","Corallococcus sp. H22C18031201","Proteobacteria","Deltaproteobacteria","M"
"H1_Bulk_30_scaffold_22_3","MER0377045_C40","AUG87338.1 peptidase ","Streptomyces phage HaugeAnator","Uroviricota","Caudoviricetes","C"
"H1_Bulk_30_scaffold_22100_1","MER0461758_C82B","WP_028349301.1 L,D-transpeptidase ","Bradyrhizobium elkanii","Proteobacteria","Alphaproteobacteria","C"
"H1_Bulk_30_scaffold_2262_3","MER0462326_C82B","WP_037019395.1 L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","C"
"H1_Bulk_30_scaffold_22624_1","MER0348838_M48B","WP_026856980.1 zinc metalloprotease HtpX ","Geodermatophilaceae bacterium URHB0062","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_22769_1","MER0408504_S01C","WP_105349293.1 trypsin-like serine protease ","Mycobacterium sp. ITM-2016-00318","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_2280_1","MER0100619_M41","WP_046862710.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Microvirga massiliensis","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_30_scaffold_22924_1","MER0088776_M24A","SNR98480.1 methionine aminopeptidase, type I ","Geodermatophilus pulveris","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_2506_2","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_2538_1","MER0100619_M41","WP_104522353.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Rhodopila globiformis","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_30_scaffold_2586_1","MER0367418_M41","WP_044431154.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_30_scaffold_2780_1","MER0314634_S53","WP_010499475.1 peptidase S53 ","Paenibacillus elgii","Firmicutes","Bacilli","S"
"H1_Bulk_30_scaffold_2819_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_3185_1","MER0497521_M06","WP_052386584.1 peptidase M6 immune inhibitor A ","Dactylosporangium aurantiacum","","","M"
"H1_Bulk_30_scaffold_3590_1","MER0131543_S08A","WP_052387044.1 serine protease ","Dactylosporangium aurantiacum","","","S"
"H1_Bulk_30_scaffold_3671_1","MER0230198_S09C","ALI34418.1 Prolyl tripeptidyl peptidase precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H1_Bulk_30_scaffold_3702_1","MER0117120_S41A","WP_037020046.1 S41 family peptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_3716_1","MER0086004_S08A","CUR12327.1 N-terminal cyanobactin protease ","Planktothrix serta PCC 8927","","","S"
"H1_Bulk_30_scaffold_3921_1","MER0251201_S12","WP_013862590.1 D-Ala-D-Ala carboxypeptidase ","Microlunatus phosphovorus","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_4471_3","MER0408245_S01C","OLB70704.1 serine protease ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_4530_1","MER0222399_S08A","WP_033361240.1 serine protease ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_4751_2","MER0194523_S08A","ASN53497.1 KP-43 peptidase ","Sinomonas sp. R1AF57","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_4883_2","MER0337211_S41A","WP_115693009.1 S41 family peptidase ","Pseudolabrys taiwanensis","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_5132_1","MER0834321_M14A","PYS35050.1 peptidase M14 ","Acidobacteria bacterium","Acidobacteria","","M"
"H1_Bulk_30_scaffold_5165_2","MER0317497_M81","WP_044435485.1 M81 family peptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_30_scaffold_5191_2","MER0915036_M16A","OLB74791.1 peptidase M16 ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_30_scaffold_5283_1","MER0040816_M16B","PRP89106.1 putative Zn-dependent peptidase ","Planoprotostelium fungivorum","Evosea","Variosea","M"
"H1_Bulk_30_scaffold_5441_1","MER0337792_S41A","PYR49034.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_30_scaffold_5795_1","MER0178978_M04","WP_091287161.1 M4 family peptidase ","Amycolatopsis xylanica","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_6680_1","MER0314634_S53","PZR96079.1 peptidase S53 ","candidate division AD3 bacterium","Candidatus Dormibacteraeota","","S"
"H1_Bulk_30_scaffold_6964_1","MER0132726_S53","WP_126631663.1 peptidase S8 ","Ktedonobacterales bacterium Uno16","Chloroflexi","Ktedonobacteria","S"
"H1_Bulk_30_scaffold_7105_2","MER0337211_S41A","WP_122400425.1 S41 family peptidase ","Bradyrhizobium sp. ORS 3257","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_30_scaffold_7197_1","MER0129123_M50B","WP_079549663.1 site-2 protease family protein ","Arthrobacter sp. 49Tsu3.1M3","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_7824_1","MER0337991_S41A","OGA41550.1 peptidase S41 ","Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_68_19","Proteobacteria","Betaproteobacteria","S"
"H1_Bulk_30_scaffold_8089_1","MER0834321_M14A","AAZ71809.1 carboxypeptidase A ","Methanosarcina barkeri str. Fusaro","Euryarchaeota","Methanomicrobia","M"
"H1_Bulk_30_scaffold_8130_2","MER0178978_M04","WP_029634899.1 peptidase M4 family protein ","Scytonema hofmanni UTEX B 1581","Cyanobacteria","","M"
"H1_Bulk_30_scaffold_8507_1","MER0132850_S53","ACU72534.1 serine protease ","Catenulispora acidiphila DSM 44928","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_8814_1","MER0220601_M04","WP_086682835.1 peptidase M4 family protein ","Amycolatopsis pretoriensis","","","M"
"H1_Bulk_30_scaffold_8934_1","MER0127579_S26A","SDT20469.1 signal peptidase I ","Marmoricola scoriae","Actinobacteria","Actinobacteria","S"
"H1_Bulk_30_scaffold_9127_1","MER0364071_C01A","ACX43954.1 cysteine protease 1 ","Brachiaria hybrid cultivar","Streptophyta","Magnoliopsida","C"
"H1_Bulk_30_scaffold_9847_1","MER0133108_M41","WP_015796974.1 ATP-dependent zinc metalloprotease FtsH ","Catenulispora acidiphila","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_9921_1","MER0133055_M04","WP_122981650.1 peptidase M4 family protein ","Actinoplanes teichomyceticus","Actinobacteria","Actinobacteria","M"
"H1_Bulk_30_scaffold_9958_1","MER0096899_S14","SDP56496.1 ATP-dependent Clp protease, protease subunit ","Arthrobacter sp. ok909","Actinobacteria","Actinobacteria","S"
"H1_Bulk_Litter_4_scaffold_1066_2","MER0099641_S01C","PZN27763.1 protease ","Proteobacteria bacterium","Proteobacteria","","S"
"H1_Bulk_Litter_4_scaffold_10773_1","MER1014656_S49C","WP_097653083.1 ATP-dependent Clp protease proteolytic subunit ","Candidatus Chloroploca asiatica","Chloroflexi","Chloroflexia","S"
"H1_Bulk_Litter_4_scaffold_11110_1","MER0333341_S26A","WP_056135197.1 signal peptidase I ","Massilia sp. Root133","Proteobacteria","Betaproteobacteria","S"
"H1_Bulk_Litter_4_scaffold_11478_2","MER0822409_M04","WP_120557208.1 peptidase M4 ","Corallococcus sp. AB050A","","","M"
"H1_Bulk_Litter_4_scaffold_12337_1","MER0033995_M02","WP_115937594.1 peptidase M2 family protein ","Aestuariispira insulae","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_Litter_4_scaffold_12351_2","MER0964484_S01B","PYS75004.1 serine protease ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_Litter_4_scaffold_12643_1","MER0283204_S41A","PYT31409.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_Litter_4_scaffold_1365_2","MER0126565_S26A","PID37937.1 signal peptidase I ","Proteobacteria bacterium","Proteobacteria","","S"
"H1_Bulk_Litter_4_scaffold_13704_1","MER0086457_S08A","WP_123601220.1 S8 family peptidase ","Micromonospora sp. Llam0","Actinobacteria","Actinobacteria","S"
"H1_Bulk_Litter_4_scaffold_14_5","MER0239787_S01A","WP_096086831.1 trypsin-like serine protease ","Agaribacterium haliotis","Proteobacteria","Gammaproteobacteria","S"
"H1_Bulk_Litter_4_scaffold_14212_2","MER0088776_M24A","PZN22401.1 type I methionyl aminopeptidase ","Proteobacteria bacterium","Proteobacteria","","M"
"H1_Bulk_Litter_4_scaffold_14416_2","MER0737573_C82A","SDN90119.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ","Afipia sp. GAS231","Proteobacteria","Alphaproteobacteria","C"
"H1_Bulk_Litter_4_scaffold_14588_1","MER0130102_C82A","WP_116782017.1 murein L,D-transpeptidase ","Anaerolineales bacterium","","","C"
"H1_Bulk_Litter_4_scaffold_14612_1","MER0129226_S08A","PWU82664.1 peptidase S8 ","Thaumarchaeota archaeon","Thaumarchaeota","","S"
"H1_Bulk_Litter_4_scaffold_15467_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H1_Bulk_Litter_4_scaffold_15589_2","MER0132850_S53","ACU72534.1 serine protease ","Catenulispora acidiphila DSM 44928","Actinobacteria","Actinobacteria","S"
"H1_Bulk_Litter_4_scaffold_15927_1","MER0059242_M23B","WP_084128023.1 peptidase M23 ","Cellvibrio mixtus","","","M"
"H1_Bulk_Litter_4_scaffold_17102_2","MER0050195_M20F","OLC71540.1 dipeptidase ","Deltaproteobacteria bacterium 13_1_40CM_4_68_19","Proteobacteria","Deltaproteobacteria","M"
"H1_Bulk_Litter_4_scaffold_17443_1","MER0235882_S41A","PYQ63155.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_Litter_4_scaffold_1749_1","MER0303559_S41A","WP_056131617.1 MULTISPECIES: peptidase S41 ","Massilia","Proteobacteria","Betaproteobacteria","S"
"H1_Bulk_Litter_4_scaffold_17551_1","MER0337792_S41A","PYR29195.1 S41 family peptidase, partial ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_Litter_4_scaffold_18184_1","MER0285391_M48C","WP_018612121.1 M48 family peptidase ","Segetibacter koreensis","Bacteroidetes","Chitinophagia","M"
"H1_Bulk_Litter_4_scaffold_1819_3","MER0903559_M61","PZN20247.1 S41 family peptidase ","Proteobacteria bacterium","Proteobacteria","","M"
"H1_Bulk_Litter_4_scaffold_1843_2","MER0099641_S01C","PZN27763.1 protease ","Proteobacteria bacterium","Proteobacteria","","S"
"H1_Bulk_Litter_4_scaffold_18669_1","MER0211350_S01C","ALI36470.1 Putative serine protease HhoA precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H1_Bulk_Litter_4_scaffold_187_3","MER0115692_C40","ATW62469.1 peptidase ","Streptomyces phage WRightOn","Uroviricota","Caudoviricetes","C"
"H1_Bulk_Litter_4_scaffold_18825_1","MER0740567_C82A","PIE05956.1 L,D-transpeptidase ","Sorangium cellulosum","Proteobacteria","Deltaproteobacteria","C"
"H1_Bulk_Litter_4_scaffold_1895_3","MER0153941_M10B","AGC71423.1 peptidase M10A and M12B matrixin and adamalysin ","uncultured bacterium A1Q1_fos_1070","","","M"
"H1_Bulk_Litter_4_scaffold_19058_1","MER0368261_S01E","WP_099923473.1 trypsin-like serine protease ","Streptomyces sp. 94","Actinobacteria","Actinobacteria","S"
"H1_Bulk_Litter_4_scaffold_1940_1","MER0220601_M04","WP_027346267.1 zinc metalloprotease ","Hamadaea tsunoensis","Actinobacteria","Actinobacteria","M"
"H1_Bulk_Litter_4_scaffold_19432_1","MER0929043_M16B","PZN26008.1 peptidase M16 ","Proteobacteria bacterium","Proteobacteria","","M"
"H1_Bulk_Litter_4_scaffold_19464_1","MER0062027_S01C","OOO00877.1 putative serine protease HhoB ","Chromatiales bacterium USCg_Taylor","Proteobacteria","Gammaproteobacteria","S"
"H1_Bulk_Litter_4_scaffold_19925_2","MER0114204_M01","PZN17081.1 metallopeptidase, partial ","Proteobacteria bacterium","Proteobacteria","","M"
"H1_Bulk_Litter_4_scaffold_20438_2","MER0351010_S11","OLB70206.1 D-alanyl-D-alanine carboxypeptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H1_Bulk_Litter_4_scaffold_2116_1","MER0000325_S08A","ACM42424.1 subtilisin serine protease ","Chaetomium globosum","Ascomycota","Sordariomycetes","S"
"H1_Bulk_Litter_4_scaffold_2145_1","MER0072648_M41","WP_062063216.1 ATP-dependent zinc metalloprotease FtsH ","Cellvibrio sp. OA-2007","Proteobacteria","Gammaproteobacteria","M"
"H1_Bulk_Litter_4_scaffold_2567_1","MER0300681_M41","KLD65697.1 ATP-dependent metalloprotease ","Luteibacter rhizovicinus DSM 16549","Proteobacteria","Gammaproteobacteria","M"
"H1_Bulk_Litter_4_scaffold_2699_2","MER0178978_M04","WP_044435105.1 peptidase M4 family protein ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_Litter_4_scaffold_2778_1","MER0138766_M41","WP_023458538.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Asticcacaulis sp. AC466","Proteobacteria","Alphaproteobacteria","M"
"H1_Bulk_Litter_4_scaffold_2910_1","MER0099641_S01C","PZN27763.1 protease ","Proteobacteria bacterium","Proteobacteria","","S"
"H1_Bulk_Litter_4_scaffold_3039_2","MER0000325_S08A","ACM42424.1 subtilisin serine protease ","Chaetomium globosum","Ascomycota","Sordariomycetes","S"
"H1_Bulk_Litter_4_scaffold_3133_1","MER0086457_S08A","XP_003660021.1 serine protease ","Thermothelomyces thermophila ATCC 42464","Ascomycota","Sordariomycetes","S"
"H1_Bulk_Litter_4_scaffold_3184_2","MER0099641_S01C","PZN27763.1 protease ","Proteobacteria bacterium","Proteobacteria","","S"
"H1_Bulk_Litter_4_scaffold_3246_2","MER0301495_S01D","WP_081167255.1 serine protease ","Niastella populi","Bacteroidetes","Chitinophagia","S"
"H1_Bulk_Litter_4_scaffold_3374_2","MER0144190_S53","PYS81511.1 peptidase S53 propeptide ","Acidobacteria bacterium","Acidobacteria","","S"
"H1_Bulk_Litter_4_scaffold_3454_1","MER0504032_S08X","WP_116809172.1 peptidase S53 ","Steroidobacter cummioxidans","","","S"
"H1_Bulk_Litter_4_scaffold_3691_2","MER0501105_C01A","WP_014216539.1 peptidase C1 ","Niastella koreensis","Bacteroidetes","Chitinophagia","C"
"H1_Bulk_Litter_4_scaffold_3876_2","MER0005718_S01C","WP_121406353.1 serine protease ","Streptomyces sp. 57","Actinobacteria","Actinobacteria","S"
