transcript_id,MEROPS_id,pid_vs_MEROPS,eval_vs_MEROPS,bitscore_vs_MEROPS,NR_accession,pid_vs_NR,eval_vs_NR,bitscore_vs_NR,NR_besthit,NR_taxonomy
H1_Bulk_29_scaffold_7021_1,MER0877058_M41,96,2.40E-283,972.6,WP_069764637.1,99.8,5.00E-292,1012.7,WP_069764637.1 ATP-dependent zinc metalloprotease FtsH ,Streptomyces sp. LUP47B
H1_Bulk_29_scaffold_7023_3,MER0324918_S08A,34.7,3.00E-24,110.9,WP_013555311.1,49.8,1.70E-49,206.1,WP_013555311.1 peptidase S8 ,Deinococcus maricopensis
H1_Bulk_29_scaffold_7170_1,MER0072648_M41,65.3,2.20E-177,620.5,WP_053238925.1,82.4,3.50E-242,847,WP_053238925.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Sandaracinus amylolyticus
H1_Bulk_29_scaffold_7440_2,MER0274664_M20A,31.5,9.30E-06,49.7,WP_027567208.1,95.7,9.70E-163,582.4,WP_027567208.1 peptidase T ,Bradyrhizobium sp. URHA0013
H1_Bulk_29_scaffold_7723_1,MER0127791_S53,51,3.60E-118,423.7,WP_067934806.1,56.8,4.30E-130,474.6,WP_067934806.1 peptidase S53 ,Alicyclobacillus kakegawensis
H1_Bulk_29_scaffold_7837_1,MER0118345_S12,35.9,1.60E-05,49.3,PYO74552.1,42.3,6.30E-61,244.6,PYO74552.1 peptidase S41 ,Gemmatimonadetes bacterium
H1_Bulk_29_scaffold_8101_1,MER0252374_S09A,58.6,1.30E-182,637.9,RPJ84254.1,66.9,6.20E-207,729.9,"RPJ84254.1 S9 family peptidase, partial ",Acidobacteria bacterium
H1_Bulk_29_scaffold_8150_1,MER0063226_S08A,49.3,6.90E-29,127.1,EQC43626.1,45.1,2.70E-100,375.6,"EQC43626.1 peptidase, S8/S53 family ",Bacteriovorax sp. BSW11_IV
H1_Bulk_29_scaffold_8168_1,MER0497521_M06,60.8,1.00E-210,731.5,WP_052386584.1,72.6,1.10E-260,908.7,WP_052386584.1 peptidase M6 immune inhibitor A ,Dactylosporangium aurantiacum
H1_Bulk_29_scaffold_8231_1,MER0178978_M04,41.4,2.00E-55,214.9,WP_029338951.1,82.2,2.80E-161,577.8,WP_029338951.1 M4 family peptidase ,Geodermatophilaceae bacterium URHB0048
H1_Bulk_29_scaffold_8465_1,MER0165580_M01,33.9,3.00E-62,238,ALI37409.1,48.2,1.20E-125,459.9,ALI37409.1 Aminopeptidase N ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_29_scaffold_8524_1,MER0040037_S01A,44,1.80E-42,172.2,WP_108076544.1,51.3,1.30E-59,240.4,WP_108076544.1 serine protease ,Vitiosangium sp. GDMCC 1.1324
H1_Bulk_29_scaffold_8813_2,MER0246861_S26A,36.1,3.90E-23,107.1,PYR91170.1,84.2,6.20E-88,333.6,PYR91170.1 signal peptidase I ,Acidobacteria bacterium
H1_Bulk_29_scaffold_8915_1,MER0497632_M04,71.6,8.10E-185,645.2,WP_033363699.1,75.6,1.50E-205,725.3,WP_033363699.1 peptidase M4 ,Dactylosporangium aurantiacum
H1_Bulk_29_scaffold_9093_1,MER0050195_M20F,41,6.80E-47,186,OLC18716.1,78.4,2.40E-103,384.8,OLC18716.1 dipeptidase ,Deltaproteobacteria bacterium 13_1_40CM_68_24
H1_Bulk_29_scaffold_9531_1,MER0129658_S08A,58.1,1.00E-146,518.5,WP_052387044.1,92.4,8.50E-232,812.4,WP_052387044.1 serine protease ,Dactylosporangium aurantiacum
H1_Bulk_29_scaffold_976_2,MER0251461_C82A,49.2,7.10E-102,369.4,SEQ95433.1,73.6,3.70E-149,537.7,SEQ95433.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ,Friedmanniella flava
H1_Bulk_29_scaffold_9971_2,MER0341428_M03A,67.4,1.40E-141,501.1,KRA66567.1,73.5,4.50E-151,543.9,KRA66567.1 peptidase M3 ,Caulobacter sp. Root655
H1_Bulk_30_scaffold_10290_2,MER1014240_S14,30.8,9.00E-06,49.3,WP_074702141.1,93.3,4.40E-112,413.7,WP_074702141.1 ATP-dependent Clp protease proteolytic subunit ,Arthrobacter crystallopoietes
H1_Bulk_30_scaffold_10423_1,MER0428736_C01A,30,9.30E-22,102.8,WP_097001002.1,52,1.10E-86,329.7,WP_097001002.1 cysteine protease ,Persephonella hydrogeniphila
H1_Bulk_30_scaffold_10424_1,MER0428736_C01A,32.3,4.20E-22,104,PYX75059.1,65.1,2.30E-111,411.8,PYX75059.1 cysteine protease ,Acidobacteria bacterium
H1_Bulk_30_scaffold_11549_1,MER0114482_S01A,29.4,1.20E-07,56.2,WP_104983789.1,57.9,6.30E-116,427.2,WP_104983789.1 S1 family peptidase ,Sorangium cellulosum
H1_Bulk_30_scaffold_11847_1,MER0337316_S41A,99.7,1.20E-193,674.1,WP_007590590.1,99.7,2.80E-190,674.1,WP_007590590.1 S41 family peptidase ,Bradyrhizobium sp. WSM1253
H1_Bulk_30_scaffold_11976_1,MER0065989_S08X,64.3,7.10E-78,288.9,PYQ67748.1,90.4,4.80E-117,430.3,PYQ67748.1 peptidase ,Acidobacteria bacterium
H1_Bulk_30_scaffold_12049_1,MER0893190_M50B,36.5,1.50E-48,192.2,WP_112240715.1,85.3,3.70E-175,624,WP_112240715.1 RIP metalloprotease ,Kribbella sp. NEAU-SW521
H1_Bulk_30_scaffold_1206_1,MER0165580_M01,32.5,3.90E-78,291.6,AFU60420.1,47.2,4.10E-187,664.8,AFU60420.1 putative membrane alanyl aminopeptidase ,Candidatus Nitrososphaera gargensis Ga9.2
H1_Bulk_30_scaffold_12415_1,MER0057016_S08A,50,4.10E-97,353.6,WP_089253445.1,59.5,1.60E-120,442.6,WP_089253445.1 S8 family peptidase ,Asanoa hainanensis
H1_Bulk_30_scaffold_12723_1,MER0117120_S41A,75.1,1.20E-151,534.6,WP_012589685.1,87.9,1.50E-173,618.6,WP_012589685.1 S41 family peptidase ,Methylocella silvestris
H1_Bulk_30_scaffold_12882_2,MER0132286_S01C,61.5,5.60E-50,196.4,WP_052180554.1,80.8,1.70E-76,295.8,WP_052180554.1 serine protease ,Solirubrobacterales bacterium URHD0059
H1_Bulk_30_scaffold_12899_2,MER0742347_C82A,73.1,4.60E-64,242.7,WP_111385364.1,72.6,1.60E-62,248.8,"WP_111385364.1 L,D-transpeptidase ",Rhodoplanes piscinae
H1_Bulk_30_scaffold_12991_1,MER0497869_S53,68.2,1.40E-155,547.7,WP_023362278.1,68.2,3.50E-152,547.7,WP_023362278.1 serine protease ,Actinoplanes friuliensis
H1_Bulk_30_scaffold_13129_1,MER0019297_S49A,39.2,8.50E-18,89,OLB69731.1,84.9,3.70E-80,307.4,OLB69731.1 S49 family peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Bulk_30_scaffold_13210_1,MER0964445_S01B,46.5,4.90E-54,209.9,GAW52075.1,68.4,3.00E-78,301.6,"GAW52075.1 peptidase S1 and S6, chymotrypsin/Hap ",Nocardioides sp. PD653-B2
H1_Bulk_30_scaffold_13241_1,MER0132402_S01C,52.5,2.90E-94,344,WP_107569954.1,64.2,3.20E-120,441.4,WP_107569954.1 trypsin-like serine protease ,Conexibacter sp. Seoho-28
H1_Bulk_30_scaffold_13532_2,MER0188174_M57,56.7,8.80E-69,258.8,WP_120608946.1,62.4,2.40E-77,298.5,WP_120608946.1 protease ,Corallococcus sp. CA053C
H1_Bulk_30_scaffold_13556_1,MER0222399_S08A,76.2,5.40E-179,625.5,WP_033361240.1,81.1,3.10E-193,684.1,WP_033361240.1 serine protease ,Dactylosporangium aurantiacum
H1_Bulk_30_scaffold_13806_1,MER0501105_C01A,37.1,3.40E-45,181,WP_014216539.1,46.8,4.40E-88,334.7,WP_014216539.1 peptidase C1 ,Niastella koreensis
H1_Bulk_30_scaffold_13837_2,MER0428736_C01A,33.3,2.40E-15,81.6,PYJ90670.1,36.8,1.20E-44,190.3,PYJ90670.1 peptidase ,Verrucomicrobia bacterium
H1_Bulk_30_scaffold_14124_1,MER0178978_M04,50,3.50E-61,234.2,WP_091287161.1,71.7,6.20E-154,553.5,WP_091287161.1 M4 family peptidase ,Amycolatopsis xylanica
H1_Bulk_30_scaffold_14574_2,MER0187330_M16B,53.4,1.20E-67,255,OLC18375.1,82.8,1.20E-115,425.6,OLC18375.1 peptidase M16 ,Deltaproteobacteria bacterium 13_1_40CM_68_24
H1_Bulk_30_scaffold_14682_2,MER0282958_S09B,52.8,3.50E-18,89,PYU89784.1,63.2,1.00E-20,108.6,PYU89784.1 S9 family peptidase ,Acidobacteria bacterium
H1_Bulk_30_scaffold_14796_1,MER0287210_M50B,34.6,6.00E-07,53.5,WP_012936043.1,77.9,4.00E-70,274.6,WP_012936043.1 site-2 protease family protein ,Conexibacter woesei
H1_Bulk_30_scaffold_14852_2,MER0462727_C82B,87.9,1.30E-118,424.5,WP_027515464.1,88.2,2.20E-121,444.9,"WP_027515464.1 L,D-transpeptidase ",Bradyrhizobium sp. WSM1417
H1_Bulk_30_scaffold_15157_2,MER0252701_M10B,42,3.10E-37,154.1,WP_002616707.1,40.9,3.30E-42,181.8,WP_002616707.1 matrixin family metalloprotease ,Stigmatella aurantiaca
H1_Bulk_30_scaffold_15205_1,MER1080182_S54,35.7,7.30E-13,72.8,WP_028278236.1,94.3,1.60E-95,358.6,WP_028278236.1 rhomboid family intramembrane serine protease ,Arthrobacter sp. I3
H1_Bulk_30_scaffold_15296_2,MER0096899_S14,28,7.50E-10,62.8,WP_005267810.1,91.9,5.10E-102,380.2,WP_005267810.1 ATP-dependent Clp protease proteolytic subunit ,Arthrobacter crystallopoietes
H1_Bulk_30_scaffold_15376_1,MER0407412_S01C,62.5,1.10E-125,448.4,OLB72848.1,72.4,9.70E-152,546.2,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Bulk_30_scaffold_15461_1,MER0283581_S01C,42.5,1.50E-64,245.4,WP_068030176.1,68.1,1.30E-127,466.1,WP_068030176.1 serine protease ,Rhodoplanes sp. Z2-YC6860
H1_Bulk_30_scaffold_1567_1,MER0335110_M01,37.3,1.80E-66,252.7,ALI37409.1,44.2,2.40E-181,645.6,ALI37409.1 Aminopeptidase N ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_30_scaffold_16092_1,MER0072554_M17,57.6,4.50E-119,426.4,WP_044425762.1,88.3,2.40E-187,664.5,WP_044425762.1 leucyl aminopeptidase ,Skermanella aerolata
H1_Bulk_30_scaffold_16294_2,MER0127579_S26A,41.4,8.00E-29,125.9,WP_114775024.1,53.3,6.40E-61,243.8,WP_114775024.1 signal peptidase I ,Hymenobacteraceae bacterium SYSU D60016
H1_Bulk_30_scaffold_16565_2,MER0246861_S26A,36.1,1.10E-22,105.5,PYR91170.1,83.7,3.10E-87,331.3,PYR91170.1 signal peptidase I ,Acidobacteria bacterium
H1_Bulk_30_scaffold_1667_2,MER0283581_S01C,44.3,6.10E-64,243.4,WP_044427740.1,86.2,6.00E-163,583.6,WP_044427740.1 serine protease ,Skermanella aerolata
H1_Bulk_30_scaffold_17064_1,MER0960238_S01B,49.4,1.70E-69,261.9,SNR62529.1,89.1,1.30E-173,619,"SNR62529.1 serine protease, S1-C subfamily, contains C-terminal PDZ domain ",Blastococcus sp. DSM 44272
H1_Bulk_30_scaffold_17087_1,MER0092648_S01E,60.8,3.70E-87,320.1,WP_034590401.1,69.8,3.90E-95,357.8,WP_034590401.1 S1 family peptidase ,Hamadaea tsunoensis
H1_Bulk_30_scaffold_17436_1,MER0337211_S41A,86.4,4.20E-170,595.9,WP_018459850.1,98.9,9.70E-194,685.6,WP_018459850.1 MULTISPECIES: S41 family peptidase ,Bradyrhizobium
H1_Bulk_30_scaffold_17867_1,MER0500071_S08A,72.8,2.20E-139,493.8,OFZ31321.1,71.5,3.80E-137,497.7,OFZ31321.1 protease ,Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29
H1_Bulk_30_scaffold_17938_1,MER0428736_C01A,32.7,1.60E-27,122.1,WP_012507761.1,62.5,2.00E-105,392.1,WP_012507761.1 cysteine protease ,Pelodictyon phaeoclathratiforme
H1_Bulk_30_scaffold_18129_1,MER0051890_S41A,43.8,4.70E-73,273.5,PYQ63155.1,97.5,4.60E-196,693.3,PYQ63155.1 S41 family peptidase ,Acidobacteria bacterium
H1_Bulk_30_scaffold_18293_1,MER0211350_S01C,49.3,1.30E-75,282,ALI36470.1,58.1,2.10E-100,375.6,ALI36470.1 Putative serine protease HhoA precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_30_scaffold_18394_2,MER0081420_M24B,61.1,1.10E-33,141,RTL60269.1,82.7,5.90E-49,203,RTL60269.1 aminopeptidase P family protein ,Sphingobacteriales bacterium
H1_Bulk_30_scaffold_18418_1,MER0348838_M48B,43.8,4.80E-60,229.9,WP_121033325.1,87.1,2.60E-133,484.6,WP_121033325.1 zinc metalloprotease HtpX ,Terracoccus luteus
H1_Bulk_30_scaffold_18625_1,MER0858795_M36,43,3.00E-51,201.1,WP_113568614.1,73.7,9.80E-130,473,WP_113568614.1 peptidase ,Rhizobiales bacterium
H1_Bulk_30_scaffold_18914_1,MER0246861_S26A,47.7,2.60E-22,103.6,RME44296.1,56.4,4.40E-33,150.6,RME44296.1 signal peptidase I ,Chloroflexi bacterium
H1_Bulk_30_scaffold_18955_1,MER0231750_S08A,48.3,2.40E-66,251.1,ALI34875.1,52.4,8.40E-78,300.4,ALI34875.1 Alkaline protease precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_30_scaffold_18984_1,MER0088776_M24A,58.3,2.80E-81,300.4,SOD94073.1,92.9,7.40E-141,509.6,"SOD94073.1 methionine aminopeptidase, type I ",Blastococcus sp. DSM 44270
H1_Bulk_30_scaffold_19733_1,MER0337691_S41A,38.6,1.90E-55,214.9,WP_028061658.1,72,1.20E-137,499.2,WP_028061658.1 S41 family peptidase ,Solirubrobacter sp. URHD0082
H1_Bulk_30_scaffold_1978_1,MER0245306_M20A,32.5,2.90E-12,70.1,WP_121248737.1,99.2,5.40E-65,256.5,WP_121248737.1 M20 family peptidase ,Solirubrobacter pauli
H1_Bulk_30_scaffold_19793_1,MER0461723_C82B,70.9,1.40E-95,347.8,WP_092032194.1,73.1,8.10E-94,353.2,"WP_092032194.1 L,D-transpeptidase ",Bradyrhizobium sp. OK095
H1_Bulk_30_scaffold_20030_1,MER0153624_C82B,77.5,2.10E-86,317,WP_035458779.1,82.8,4.50E-84,320.5,"WP_035458779.1 L,D-transpeptidase ",Microvirga flocculans
H1_Bulk_30_scaffold_20561_1,MER0428209_C01A,33.3,5.50E-24,110.2,OLC26960.1,68.8,1.30E-103,386,OLC26960.1 peptidase C1 ,Chloroflexi bacterium 13_1_40CM_65_17
H1_Bulk_30_scaffold_2136_1,MER0235032_U62,38.1,6.70E-83,306.6,WP_044429703.1,98.5,3.70E-265,923.3,WP_044429703.1 metalloprotease TldD ,Skermanella aerolata
H1_Bulk_30_scaffold_21648_1,MER0188174_M57,53.3,3.20E-63,240.4,WP_120205478.1,60.5,2.30E-72,282,WP_120205478.1 protease ,Corallococcus sp. H22C18031201
H1_Bulk_30_scaffold_22_3,MER0377045_C40,44.8,8.40E-20,95.9,AUG87338.1,30.5,1.80E-17,99.4,AUG87338.1 peptidase ,Streptomyces phage HaugeAnator
H1_Bulk_30_scaffold_22100_1,MER0461758_C82B,64.6,4.30E-89,326.2,WP_028349301.1,86.3,3.60E-118,434.1,"WP_028349301.1 L,D-transpeptidase ",Bradyrhizobium elkanii
H1_Bulk_30_scaffold_2262_3,MER0462326_C82B,65,1.50E-65,247.7,WP_037019395.1,82.6,1.20E-68,269.2,"WP_037019395.1 L,D-transpeptidase ",Rhizobiales bacterium YIM 77505
H1_Bulk_30_scaffold_22624_1,MER0348838_M48B,49.1,9.00E-67,252.3,WP_026856980.1,92,2.90E-140,507.7,WP_026856980.1 zinc metalloprotease HtpX ,Geodermatophilaceae bacterium URHB0062
H1_Bulk_30_scaffold_22769_1,MER0408504_S01C,45.2,2.00E-52,204.5,WP_105349293.1,95.5,2.20E-134,488,WP_105349293.1 trypsin-like serine protease ,Mycobacterium sp. ITM-2016-00318
H1_Bulk_30_scaffold_2280_1,MER0100619_M41,71,1.40E-261,900.6,WP_046862710.1,94.5,0,1185.6,WP_046862710.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Microvirga massiliensis
H1_Bulk_30_scaffold_22924_1,MER0088776_M24A,61.2,1.20E-85,315.1,SNR98480.1,92.6,1.80E-148,535,"SNR98480.1 methionine aminopeptidase, type I ",Geodermatophilus pulveris
H1_Bulk_30_scaffold_2506_2,MER0407412_S01C,52.2,4.80E-135,479.9,OLB72848.1,70.4,2.00E-195,691.8,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Bulk_30_scaffold_2538_1,MER0100619_M41,67.5,5.90E-233,805.4,WP_104522353.1,98.5,0,1179.5,WP_104522353.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Rhodopila globiformis
H1_Bulk_30_scaffold_2586_1,MER0367418_M41,66.8,2.50E-242,836.6,WP_044431154.1,98.4,0,1241.1,WP_044431154.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Skermanella aerolata
H1_Bulk_30_scaffold_2780_1,MER0314634_S53,32.3,1.10E-58,226.5,WP_010499475.1,50.8,5.10E-144,521.2,WP_010499475.1 peptidase S53 ,Paenibacillus elgii
H1_Bulk_30_scaffold_2819_1,MER0407412_S01C,54.1,2.70E-138,490.7,OLB72848.1,72.1,1.10E-195,692.6,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Bulk_30_scaffold_3185_1,MER0497521_M06,69.7,7.50E-260,894.8,WP_052386584.1,82.2,0,1075.1,WP_052386584.1 peptidase M6 immune inhibitor A ,Dactylosporangium aurantiacum
H1_Bulk_30_scaffold_3590_1,MER0131543_S08A,52.6,2.60E-140,497.7,WP_052387044.1,62.4,2.50E-178,635.2,WP_052387044.1 serine protease ,Dactylosporangium aurantiacum
H1_Bulk_30_scaffold_3671_1,MER0230198_S09C,29.9,2.10E-57,221.9,ALI34418.1,64,3.70E-177,630.9,ALI34418.1 Prolyl tripeptidyl peptidase precursor ,Candidatus Nitrosocosmicus oleophilus
H1_Bulk_30_scaffold_3702_1,MER0117120_S41A,80.9,8.90E-207,718,WP_037020046.1,89.1,7.90E-222,779.2,WP_037020046.1 S41 family peptidase ,Rhizobiales bacterium YIM 77505
H1_Bulk_30_scaffold_3716_1,MER0086004_S08A,36.2,3.30E-23,108.6,CUR12327.1,47.4,9.60E-130,473.8,CUR12327.1 N-terminal cyanobactin protease ,Planktothrix serta PCC 8927
H1_Bulk_30_scaffold_3921_1,MER0251201_S12,45.5,1.20E-57,221.9,WP_013862590.1,45.5,2.80E-54,221.9,WP_013862590.1 D-Ala-D-Ala carboxypeptidase ,Microlunatus phosphovorus
H1_Bulk_30_scaffold_4471_3,MER0408245_S01C,68,9.80E-60,228.4,OLB70704.1,83.7,5.10E-75,290.4,OLB70704.1 serine protease ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Bulk_30_scaffold_4530_1,MER0222399_S08A,65.5,4.00E-204,709.5,WP_033361240.1,69.2,9.10E-223,782.7,WP_033361240.1 serine protease ,Dactylosporangium aurantiacum
H1_Bulk_30_scaffold_4751_2,MER0194523_S08A,31.2,1.80E-41,168.7,ASN53497.1,60,9.90E-131,476.5,ASN53497.1 KP-43 peptidase ,Sinomonas sp. R1AF57
H1_Bulk_30_scaffold_4883_2,MER0337211_S41A,79.1,2.80E-195,679.9,WP_115693009.1,83.4,5.70E-199,703.4,WP_115693009.1 S41 family peptidase ,Pseudolabrys taiwanensis
H1_Bulk_30_scaffold_5132_1,MER0834321_M14A,27.3,2.60E-23,108.6,PYS35050.1,53.1,2.70E-140,508.4,PYS35050.1 peptidase M14 ,Acidobacteria bacterium
H1_Bulk_30_scaffold_5165_2,MER0317497_M81,34.1,2.90E-34,144.4,WP_044435485.1,79.9,1.20E-142,515.8,WP_044435485.1 M81 family peptidase ,Skermanella aerolata
H1_Bulk_30_scaffold_5191_2,MER0915036_M16A,66.1,7.40E-127,452.2,OLB74791.1,81.4,2.60E-162,581.3,OLB74791.1 peptidase M16 ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H1_Bulk_30_scaffold_5283_1,MER0040816_M16B,36.6,1.40E-94,345.5,PRP89106.1,48.7,4.80E-141,511.1,PRP89106.1 putative Zn-dependent peptidase ,Planoprotostelium fungivorum
H1_Bulk_30_scaffold_5441_1,MER0337792_S41A,40.4,2.70E-93,341.3,PYR49034.1,75.9,1.50E-235,825.1,PYR49034.1 S41 family peptidase ,Acidobacteria bacterium
H1_Bulk_30_scaffold_5795_1,MER0178978_M04,43.1,6.90E-67,253.4,WP_091287161.1,68.1,2.60E-181,644.8,WP_091287161.1 M4 family peptidase ,Amycolatopsis xylanica
H1_Bulk_30_scaffold_6680_1,MER0314634_S53,42.9,1.20E-54,212.6,PZR96079.1,54.7,5.80E-73,284.6,PZR96079.1 peptidase S53 ,candidate division AD3 bacterium
H1_Bulk_30_scaffold_6964_1,MER0132726_S53,50.7,2.30E-81,301.2,WP_126631663.1,56.4,1.60E-109,406,WP_126631663.1 peptidase S8 ,Ktedonobacterales bacterium Uno16
H1_Bulk_30_scaffold_7105_2,MER0337211_S41A,88.3,1.80E-212,736.9,WP_122400425.1,96,4.30E-225,790,WP_122400425.1 S41 family peptidase ,Bradyrhizobium sp. ORS 3257
H1_Bulk_30_scaffold_7197_1,MER0129123_M50B,40.5,1.90E-45,181.4,WP_079549663.1,88.8,8.80E-134,486.1,WP_079549663.1 site-2 protease family protein ,Arthrobacter sp. 49Tsu3.1M3
H1_Bulk_30_scaffold_7824_1,MER0337991_S41A,70.3,1.20E-140,498,OGA41550.1,87.5,8.10E-169,602.8,OGA41550.1 peptidase S41 ,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_68_19
H1_Bulk_30_scaffold_8089_1,MER0834321_M14A,26.2,4.20E-23,107.8,AAZ71809.1,53.1,4.30E-119,438,AAZ71809.1 carboxypeptidase A ,Methanosarcina barkeri str. Fusaro
H1_Bulk_30_scaffold_8130_2,MER0178978_M04,34.3,3.20E-40,164.5,WP_029634899.1,40,1.90E-59,239.6,WP_029634899.1 peptidase M4 family protein ,Scytonema hofmanni UTEX B 1581
H1_Bulk_30_scaffold_8507_1,MER0132850_S53,84.2,3.90E-162,569.3,ACU72534.1,84.2,9.40E-159,569.3,ACU72534.1 serine protease ,Catenulispora acidiphila DSM 44928
H1_Bulk_30_scaffold_8814_1,MER0220601_M04,67.7,2.10E-147,520.8,WP_086682835.1,70.5,4.90E-150,540.8,WP_086682835.1 peptidase M4 family protein ,Amycolatopsis pretoriensis
H1_Bulk_30_scaffold_8934_1,MER0127579_S26A,43.6,3.40E-30,130.6,SDT20469.1,58.6,7.50E-73,283.5,SDT20469.1 signal peptidase I ,Marmoricola scoriae
H1_Bulk_30_scaffold_9127_1,MER0364071_C01A,37.8,3.10E-24,111.3,ACX43954.1,51.2,6.30E-76,294.3,ACX43954.1 cysteine protease 1 ,Brachiaria hybrid cultivar
H1_Bulk_30_scaffold_9847_1,MER0133108_M41,94.1,6.30E-237,818.1,WP_015796974.1,94.1,1.50E-233,818.1,WP_015796974.1 ATP-dependent zinc metalloprotease FtsH ,Catenulispora acidiphila
H1_Bulk_30_scaffold_9921_1,MER0133055_M04,77.3,8.00E-115,412.5,WP_122981650.1,57.3,8.10E-110,407.1,WP_122981650.1 peptidase M4 family protein ,Actinoplanes teichomyceticus
H1_Bulk_30_scaffold_9958_1,MER0096899_S14,31.6,1.40E-11,68.6,SDP56496.1,96.5,2.20E-103,384.8,"SDP56496.1 ATP-dependent Clp protease, protease subunit ",Arthrobacter sp. ok909
H1_Bulk_Litter_4_scaffold_1066_2,MER0099641_S01C,47.8,8.30E-113,406,PZN27763.1,62.7,2.80E-159,571.6,PZN27763.1 protease ,Proteobacteria bacterium
H1_Bulk_Litter_4_scaffold_10773_1,MER1014656_S49C,31.8,1.20E-09,62,WP_097653083.1,88.6,3.40E-95,357.5,WP_097653083.1 ATP-dependent Clp protease proteolytic subunit ,Candidatus Chloroploca asiatica
H1_Bulk_Litter_4_scaffold_11110_1,MER0333341_S26A,42.5,2.00E-48,191,WP_056135197.1,98.2,6.50E-127,463,WP_056135197.1 signal peptidase I ,Massilia sp. Root133
H1_Bulk_Litter_4_scaffold_11478_2,MER0822409_M04,52.4,9.80E-92,335.5,WP_120557208.1,53,9.70E-90,340.1,WP_120557208.1 peptidase M4 ,Corallococcus sp. AB050A
H1_Bulk_Litter_4_scaffold_12337_1,MER0033995_M02,31.3,4.70E-11,66.6,WP_115937594.1,32.7,1.40E-10,76.3,WP_115937594.1 peptidase M2 family protein ,Aestuariispira insulae
H1_Bulk_Litter_4_scaffold_12351_2,MER0964484_S01B,42.6,1.20E-59,228.8,PYS75004.1,62.5,2.90E-101,378.3,PYS75004.1 serine protease ,Acidobacteria bacterium
H1_Bulk_Litter_4_scaffold_12643_1,MER0283204_S41A,57.6,5.80E-53,205.7,PYT31409.1,74,2.90E-71,277.7,PYT31409.1 S41 family peptidase ,Acidobacteria bacterium
H1_Bulk_Litter_4_scaffold_1365_2,MER0126565_S26A,33.3,1.90E-25,115.2,PID37937.1,46.7,3.00E-66,261.9,PID37937.1 signal peptidase I ,Proteobacteria bacterium
H1_Bulk_Litter_4_scaffold_13704_1,MER0086457_S08A,42.4,3.00E-65,247.7,WP_123601220.1,43.9,6.30E-66,261.2,WP_123601220.1 S8 family peptidase ,Micromonospora sp. Llam0
H1_Bulk_Litter_4_scaffold_14_5,MER0239787_S01A,34.5,2.80E-31,134.8,WP_096086831.1,35.3,1.40E-36,163.7,WP_096086831.1 trypsin-like serine protease ,Agaribacterium haliotis
H1_Bulk_Litter_4_scaffold_14212_2,MER0088776_M24A,37.7,8.00E-49,192.6,PZN22401.1,75.4,7.20E-117,429.9,PZN22401.1 type I methionyl aminopeptidase ,Proteobacteria bacterium
H1_Bulk_Litter_4_scaffold_14416_2,MER0737573_C82A,60.8,3.10E-80,297,SDN90119.1,67.3,3.20E-88,334.7,SDN90119.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ,Afipia sp. GAS231
H1_Bulk_Litter_4_scaffold_14588_1,MER0130102_C82A,32.3,2.40E-15,81.6,WP_116782017.1,29.3,1.50E-12,83.6,"WP_116782017.1 murein L,D-transpeptidase ",Anaerolineales bacterium
H1_Bulk_Litter_4_scaffold_14612_1,MER0129226_S08A,44.6,2.10E-39,161.8,PWU82664.1,38.5,1.50E-40,176.8,PWU82664.1 peptidase S8 ,Thaumarchaeota archaeon
H1_Bulk_Litter_4_scaffold_15467_1,MER0962725_S01C,63,9.60E-122,435.3,OJW21487.1,62.9,1.50E-120,442.6,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H1_Bulk_Litter_4_scaffold_15589_2,MER0132850_S53,95.6,6.40E-83,305.1,ACU72534.1,95.6,1.60E-79,305.1,ACU72534.1 serine protease ,Catenulispora acidiphila DSM 44928
H1_Bulk_Litter_4_scaffold_15927_1,MER0059242_M23B,52.9,7.20E-100,362.5,WP_084128023.1,67,2.10E-126,461.8,WP_084128023.1 peptidase M23 ,Cellvibrio mixtus
H1_Bulk_Litter_4_scaffold_17102_2,MER0050195_M20F,39.4,6.00E-53,206.5,OLC71540.1,77.9,2.80E-133,484.6,OLC71540.1 dipeptidase ,Deltaproteobacteria bacterium 13_1_40CM_4_68_19
